split,dataset,scenario,iteration,k,f1_score,accuracy
between,features,pca,5,3,0.5623,0.5979
between,features,pca,5,5,0.5661,0.5979
between,features,pca,5,7,0.5661,0.6001
between,features,pca,5,9,0.5626,0.5975
between,features,pca,5,11,0.5637,0.5994
between,features,pca,5,13,0.5668,0.6007
between,features,pca,5,15,0.5686,0.6014
between,features,pca,5,17,0.5677,0.6016
between,features,pca,5,19,0.5652,0.5992
between,features,relieff,5,1,0.5332,0.5754
between,features,relieff,5,3,0.5365,0.5768
between,features,relieff,5,5,0.5366,0.5754
between,features,relieff,5,7,0.5441,0.5815
between,features,relieff,5,9,0.5432,0.5798
between,features,relieff,5,11,0.5399,0.5783
between,features,relieff,5,13,0.5440,0.5822
between,features,relieff,5,15,0.5460,0.5842
between,features,relieff,5,17,0.5456,0.5833
between,features,relieff,5,19,0.5462,0.5835
between,features,all,6,1,0.5863,0.6132
between,features,all,6,3,0.5796,0.6090
between,features,all,6,5,0.5795,0.6073
between,features,all,6,7,0.5827,0.6095
between,features,all,6,9,0.5782,0.6071
between,features,all,6,11,0.5815,0.6105
between,features,all,6,13,0.5827,0.6130
between,features,all,6,15,0.5808,0.6129
between,features,all,6,17,0.5787,0.6116
between,features,all,6,19,0.5786,0.6108
between,features,pca,6,1,0.5582,0.5910
between,features,pca,6,3,0.5548,0.5873
between,features,pca,6,5,0.5538,0.5864
between,features,pca,6,7,0.5576,0.5897
between,features,pca,6,9,0.5570,0.5906
between,features,pca,6,11,0.5588,0.5915
between,features,pca,6,13,0.5556,0.5890
between,features,pca,6,15,0.5582,0.5930
between,features,pca,6,17,0.5576,0.5923
between,features,pca,6,19,0.5551,0.5908
between,features,relieff,6,1,0.4803,0.5115
between,features,relieff,6,3,0.4823,0.5146
between,features,relieff,6,5,0.4879,0.5180
between,features,relieff,6,7,0.4889,0.5178
between,features,relieff,6,9,0.4888,0.5167
between,features,relieff,6,11,0.4899,0.5176
between,features,relieff,6,13,0.4955,0.5222
between,features,relieff,6,15,0.4943,0.5206
between,features,relieff,6,17,0.4964,0.5228
between,features,relieff,6,19,0.4935,0.5182
between,features,all,7,1,0.5869,0.6199
between,features,all,7,3,0.5854,0.6187
between,features,all,7,5,0.5813,0.6139
between,features,all,7,7,0.5759,0.6096
between,features,all,7,9,0.5791,0.6124
between,features,all,7,11,0.5772,0.6096
between,features,all,7,13,0.5808,0.6129
between,features,all,7,15,0.5815,0.6142
between,features,all,7,17,0.5817,0.6148
between,features,all,7,19,0.5782,0.6113
between,features,pca,7,1,0.5678,0.5969
between,features,pca,7,3,0.5663,0.5956
between,features,pca,7,5,0.5689,0.5991
between,features,pca,7,7,0.5706,0.6009
between,features,pca,7,9,0.5682,0.5976
between,features,pca,7,11,0.5611,0.5898
between,features,pca,7,13,0.5597,0.5886
between,features,pca,7,15,0.5587,0.5880
between,features,pca,7,17,0.5552,0.5845
between,features,pca,7,19,0.5516,0.5817
between,features,relieff,7,1,0.4509,0.5053
between,features,relieff,7,3,0.4449,0.4977
between,features,relieff,7,5,0.4384,0.4881
between,features,relieff,7,7,0.4393,0.4870
between,features,relieff,7,9,0.4358,0.4835
between,features,relieff,7,11,0.4339,0.4820
between,features,relieff,7,13,0.4366,0.4838
between,features,relieff,7,15,0.4378,0.4838
between,features,relieff,7,17,0.4336,0.4789
between,features,relieff,7,19,0.4365,0.4813
between,features,all,8,1,0.5948,0.6240
between,features,all,8,3,0.5978,0.6266
between,features,all,8,5,0.5967,0.6247
between,features,all,8,7,0.5971,0.6255
between,features,all,8,9,0.5951,0.6240
between,features,all,8,11,0.5956,0.6266
between,features,all,8,13,0.5966,0.6275
between,features,all,8,15,0.5913,0.6247
between,features,all,8,17,0.5910,0.6251
between,features,all,8,19,0.5869,0.6207
between,features,pca,8,1,0.5798,0.6161
between,features,pca,8,3,0.5728,0.6082
between,features,pca,8,5,0.5784,0.6135
between,features,pca,8,7,0.5799,0.6148
between,features,pca,8,9,0.5739,0.6088
between,features,pca,8,11,0.5719,0.6082
between,features,pca,8,13,0.5716,0.6093
between,features,pca,8,15,0.5695,0.6064
between,features,pca,8,17,0.5685,0.6069
between,features,pca,8,19,0.5694,0.6084
between,features,relieff,8,1,0.4673,0.5111
between,features,relieff,8,3,0.4672,0.5096
between,features,relieff,8,5,0.4667,0.5091
between,features,relieff,8,7,0.4670,0.5100
between,features,relieff,8,9,0.4633,0.5050
between,features,relieff,8,11,0.4664,0.5089
between,features,relieff,8,13,0.4705,0.5128
between,features,relieff,8,15,0.4730,0.5155
between,features,relieff,8,17,0.4741,0.5159
between,features,relieff,8,19,0.4743,0.5161
between,features,all,9,1,0.5672,0.5939
between,features,all,9,3,0.5644,0.5919
between,features,all,9,5,0.5647,0.5930
between,features,all,9,7,0.5634,0.5921
between,features,all,9,9,0.5668,0.5946
between,features,all,9,11,0.5722,0.5998
between,features,all,9,13,0.5737,0.6005
between,features,all,9,15,0.5715,0.5996
between,features,all,9,17,0.5718,0.6001
between,features,all,9,19,0.5692,0.5974
between,features,pca,9,1,0.5324,0.5633
between,features,pca,9,3,0.5285,0.5573
between,features,pca,9,5,0.5242,0.5518
between,features,pca,9,7,0.5208,0.5496
between,features,pca,9,9,0.5253,0.5534
between,features,pca,9,11,0.5268,0.5538
between,features,pca,9,13,0.5305,0.5582
between,features,pca,9,15,0.5326,0.5596
between,features,pca,9,17,0.5339,0.5598
between,features,pca,9,19,0.5311,0.5596
between,features,relieff,9,1,0.5273,0.5573
between,features,relieff,9,3,0.5318,0.5622
between,features,relieff,9,5,0.5244,0.5553
between,features,relieff,9,7,0.5319,0.5637
between,features,relieff,9,9,0.5285,0.5606
between,features,relieff,9,11,0.5300,0.5613
between,features,relieff,9,13,0.5389,0.5705
between,features,relieff,9,15,0.5386,0.5697
between,features,relieff,9,17,0.5385,0.5695
between,features,relieff,9,19,0.5332,0.5631
between,features,all,10,1,0.5904,0.6244
between,features,all,10,3,0.5988,0.6301
between,features,all,10,5,0.6051,0.6344
between,features,all,10,7,0.6171,0.6448
between,features,all,10,9,0.6209,0.6496
between,features,all,10,11,0.6153,0.6455
between,features,all,10,13,0.6169,0.6471
between,features,all,10,15,0.6151,0.6450
between,features,all,10,17,0.6249,0.6536
between,features,all,10,19,0.6239,0.6521
between,features,pca,10,1,0.5761,0.6103
between,features,pca,10,3,0.5815,0.6162
between,features,pca,10,5,0.5806,0.6135
between,features,pca,10,7,0.5809,0.6155
between,features,pca,10,9,0.5813,0.6167
between,features,pca,10,11,0.5843,0.6201
between,features,pca,10,13,0.5841,0.6196
between,features,pca,10,15,0.5899,0.6251
between,features,pca,10,17,0.5906,0.6251
between,features,pca,10,19,0.5872,0.6217
between,features,relieff,10,1,0.4960,0.5433
between,features,relieff,10,3,0.4945,0.5395
between,features,relieff,10,5,0.4981,0.5424
between,features,relieff,10,7,0.4987,0.5438
between,features,relieff,10,9,0.5009,0.5456
between,features,relieff,10,11,0.4987,0.5447
between,features,relieff,10,13,0.4970,0.5442
between,features,relieff,10,15,0.4959,0.5424
between,features,relieff,10,17,0.4953,0.5417
between,features,relieff,10,19,0.4958,0.5420
between,embeddings,all,1,1,0.4375,0.4706
between,embeddings,all,1,3,0.4377,0.4713
between,embeddings,all,1,5,0.4304,0.4620
between,embeddings,all,1,7,0.4320,0.4622
between,embeddings,all,1,9,0.4309,0.4602
between,embeddings,all,1,11,0.4291,0.4590
between,embeddings,all,1,13,0.4307,0.4603
between,embeddings,all,1,15,0.4274,0.4564
between,embeddings,all,1,17,0.4279,0.4570
between,embeddings,all,1,19,0.4254,0.4538
between,embeddings,pca,1,1,0.3762,0.4154
between,embeddings,pca,1,3,0.3796,0.4167
between,embeddings,pca,1,5,0.3809,0.4158
between,embeddings,pca,1,7,0.3856,0.4200
between,embeddings,pca,1,9,0.3869,0.4211
between,embeddings,pca,1,11,0.3838,0.4172
between,embeddings,pca,1,13,0.3840,0.4182
between,embeddings,pca,1,15,0.3845,0.4180
between,embeddings,pca,1,17,0.3829,0.4161
between,embeddings,pca,1,19,0.3829,0.4163
between,embeddings,relieff,1,1,0.3535,0.4230
between,embeddings,relieff,1,3,0.3482,0.4120
between,embeddings,relieff,1,5,0.3474,0.4085
between,embeddings,relieff,1,7,0.3400,0.4000
between,embeddings,relieff,1,9,0.3345,0.3940
between,embeddings,relieff,1,11,0.3309,0.3892
between,embeddings,relieff,1,13,0.3288,0.3862
between,embeddings,relieff,1,15,0.3275,0.3834
between,embeddings,relieff,1,17,0.3304,0.3857
between,embeddings,relieff,1,19,0.3290,0.3836
between,embeddings,all,2,1,0.4384,0.4756
between,embeddings,all,2,3,0.4330,0.4698
between,embeddings,all,2,5,0.4243,0.4606
between,embeddings,all,2,7,0.4216,0.4583
between,embeddings,all,2,9,0.4204,0.4561
between,embeddings,all,2,11,0.4169,0.4528
between,embeddings,all,2,13,0.4163,0.4523
between,embeddings,all,2,15,0.4186,0.4545
between,embeddings,all,2,17,0.4172,0.4521
between,embeddings,all,2,19,0.4164,0.4518
between,embeddings,pca,2,1,0.4028,0.4404
between,embeddings,pca,2,3,0.4035,0.4406
between,embeddings,pca,2,5,0.4025,0.4395
between,embeddings,pca,2,7,0.4005,0.4377
between,embeddings,pca,2,9,0.3983,0.4352
between,embeddings,pca,2,11,0.4044,0.4402
between,embeddings,pca,2,13,0.4014,0.4368
between,embeddings,pca,2,15,0.3957,0.4323
between,embeddings,pca,2,17,0.3950,0.4310
between,embeddings,pca,2,19,0.3976,0.4323
between,embeddings,relieff,2,1,0.3883,0.4454
between,embeddings,relieff,2,3,0.3875,0.4449
between,embeddings,relieff,2,5,0.3819,0.4388
between,embeddings,relieff,2,7,0.3813,0.4372
between,embeddings,relieff,2,9,0.3784,0.4350
between,embeddings,relieff,2,11,0.3810,0.4370
between,embeddings,relieff,2,13,0.3812,0.4366
between,embeddings,relieff,2,15,0.3832,0.4388
between,embeddings,relieff,2,17,0.3805,0.4353
between,embeddings,relieff,2,19,0.3777,0.4328
between,embeddings,all,3,1,0.4481,0.4848
between,embeddings,all,3,3,0.4468,0.4822
between,embeddings,all,3,5,0.4460,0.4802
between,embeddings,all,3,7,0.4439,0.4780
between,embeddings,all,3,9,0.4382,0.4718
between,embeddings,all,3,11,0.4401,0.4737
between,embeddings,all,3,13,0.4381,0.4722
between,embeddings,all,3,15,0.4393,0.4729
between,embeddings,all,3,17,0.4344,0.4689
between,embeddings,all,3,19,0.4323,0.4667
between,embeddings,pca,3,1,0.3917,0.4319
between,embeddings,pca,3,3,0.3914,0.4294
between,embeddings,pca,3,5,0.3901,0.4294
between,embeddings,pca,3,7,0.3930,0.4317
between,embeddings,pca,3,9,0.4008,0.4397
between,embeddings,pca,3,11,0.4031,0.4427
between,embeddings,pca,3,13,0.4030,0.4418
between,embeddings,pca,3,15,0.4056,0.4438
between,embeddings,pca,3,17,0.4044,0.4428
between,embeddings,pca,3,19,0.4103,0.4483
between,embeddings,relieff,3,1,0.4232,0.4755
between,embeddings,relieff,3,3,0.4268,0.4788
between,embeddings,relieff,3,5,0.4296,0.4826
between,embeddings,relieff,3,7,0.4330,0.4842
between,embeddings,relieff,3,9,0.4338,0.4848
between,embeddings,relieff,3,11,0.4322,0.4842
between,embeddings,relieff,3,13,0.4369,0.4884
between,embeddings,relieff,3,15,0.4396,0.4915
between,embeddings,relieff,3,17,0.4464,0.4979
between,embeddings,relieff,3,19,0.4473,0.5005
between,embeddings,all,4,1,0.4385,0.4735
between,embeddings,all,4,3,0.4260,0.4591
between,embeddings,all,4,5,0.4267,0.4608
between,embeddings,all,4,7,0.4249,0.4593
between,embeddings,all,4,9,0.4198,0.4545
between,embeddings,all,4,11,0.4217,0.4563
between,embeddings,all,4,13,0.4151,0.4504
between,embeddings,all,4,15,0.4160,0.4511
between,embeddings,all,4,17,0.4153,0.4513
between,embeddings,all,4,19,0.4157,0.4518
between,embeddings,pca,4,1,0.3919,0.4297
between,embeddings,pca,4,3,0.3884,0.4258
between,embeddings,pca,4,5,0.3968,0.4335
between,embeddings,pca,4,7,0.3951,0.4314
between,embeddings,pca,4,9,0.3952,0.4315
between,embeddings,pca,4,11,0.3957,0.4321
between,embeddings,pca,4,13,0.3948,0.4308
between,embeddings,pca,4,15,0.3959,0.4319
between,embeddings,pca,4,17,0.3968,0.4335
between,embeddings,pca,4,19,0.3943,0.4306
between,embeddings,relieff,4,1,0.4060,0.4600
between,embeddings,relieff,4,3,0.4134,0.4665
between,embeddings,relieff,4,5,0.4085,0.4604
between,embeddings,relieff,4,7,0.4102,0.4620
between,embeddings,relieff,4,9,0.4140,0.4652
between,embeddings,relieff,4,11,0.4111,0.4624
between,embeddings,relieff,4,13,0.4104,0.4606
between,embeddings,relieff,4,15,0.4116,0.4631
between,embeddings,relieff,4,17,0.4122,0.4640
between,embeddings,relieff,4,19,0.4126,0.4640
between,embeddings,all,5,1,0.4427,0.4812
between,embeddings,all,5,3,0.4352,0.4717
between,embeddings,all,5,5,0.4216,0.4555
between,embeddings,all,5,7,0.4230,0.4547
between,embeddings,all,5,9,0.4288,0.4584
between,embeddings,all,5,11,0.4251,0.4549
between,embeddings,all,5,13,0.4220,0.4520
between,embeddings,all,5,15,0.4242,0.4538
between,embeddings,all,5,17,0.4208,0.4501
between,embeddings,all,5,19,0.4174,0.4472
between,embeddings,pca,5,1,0.3748,0.4202
between,embeddings,pca,5,3,0.3708,0.4119
between,embeddings,pca,5,5,0.3752,0.4145
between,embeddings,pca,5,7,0.3808,0.4187
between,embeddings,pca,5,9,0.3822,0.4178
between,embeddings,pca,5,11,0.3863,0.4217
between,embeddings,pca,5,13,0.3869,0.4222
between,embeddings,pca,5,15,0.3871,0.4222
between,embeddings,pca,5,17,0.3871,0.4215
between,embeddings,pca,5,19,0.3856,0.4195
between,embeddings,relieff,5,1,0.3618,0.4346
between,embeddings,relieff,5,3,0.3566,0.4261
between,embeddings,relieff,5,5,0.3581,0.4256
between,embeddings,relieff,5,7,0.3556,0.4228
between,embeddings,relieff,5,9,0.3595,0.4254
between,embeddings,relieff,5,11,0.3593,0.4245
between,embeddings,relieff,5,13,0.3575,0.4221
between,embeddings,relieff,5,15,0.3599,0.4233
between,embeddings,relieff,5,17,0.3581,0.4217
between,embeddings,relieff,5,19,0.3563,0.4193
between,embeddings,all,6,1,0.4496,0.4878
between,embeddings,all,6,3,0.4533,0.4872
between,embeddings,all,6,5,0.4556,0.4876
between,embeddings,all,6,7,0.4537,0.4857
between,embeddings,all,6,9,0.4498,0.4828
between,embeddings,all,6,11,0.4511,0.4844
between,embeddings,all,6,13,0.4503,0.4833
between,embeddings,all,6,15,0.4491,0.4830
between,embeddings,all,6,17,0.4488,0.4828
between,embeddings,all,6,19,0.4478,0.4807
between,embeddings,pca,6,1,0.4193,0.4618
between,embeddings,pca,6,3,0.4217,0.4622
between,embeddings,pca,6,5,0.4240,0.4611
between,embeddings,pca,6,7,0.4216,0.4583
between,embeddings,pca,6,9,0.4250,0.4618
between,embeddings,pca,6,11,0.4229,0.4589
between,embeddings,pca,6,13,0.4256,0.4600
between,embeddings,pca,6,15,0.4255,0.4598
between,embeddings,pca,6,17,0.4257,0.4590
between,embeddings,pca,6,19,0.4298,0.4626
between,embeddings,relieff,6,1,0.4093,0.4663
between,embeddings,relieff,6,3,0.4107,0.4635
between,embeddings,relieff,6,5,0.4144,0.4659
between,embeddings,relieff,6,7,0.4138,0.4652
between,embeddings,relieff,6,9,0.4141,0.4653
between,embeddings,relieff,6,11,0.4143,0.4650
between,embeddings,relieff,6,13,0.4136,0.4642
between,embeddings,relieff,6,15,0.4130,0.4644
between,embeddings,relieff,6,17,0.4163,0.4668
between,embeddings,relieff,6,19,0.4159,0.4663
between,embeddings,all,7,1,0.4314,0.4645
between,embeddings,all,7,3,0.4317,0.4648
between,embeddings,all,7,5,0.4314,0.4659
between,embeddings,all,7,7,0.4278,0.4617
between,embeddings,all,7,9,0.4282,0.4617
between,embeddings,all,7,11,0.4268,0.4602
between,embeddings,all,7,13,0.4273,0.4604
between,embeddings,all,7,15,0.4238,0.4556
between,embeddings,all,7,17,0.4235,0.4556
between,embeddings,all,7,19,0.4224,0.4545
between,embeddings,pca,7,1,0.3761,0.4142
between,embeddings,pca,7,3,0.3763,0.4159
between,embeddings,pca,7,5,0.3820,0.4207
between,embeddings,pca,7,7,0.3834,0.4209
between,embeddings,pca,7,9,0.3850,0.4220
between,embeddings,pca,7,11,0.3805,0.4168
between,embeddings,pca,7,13,0.3803,0.4168
between,embeddings,pca,7,15,0.3794,0.4161
between,embeddings,pca,7,17,0.3776,0.4144
between,embeddings,pca,7,19,0.3777,0.4137
between,embeddings,relieff,7,1,0.3657,0.4321
between,embeddings,relieff,7,3,0.3673,0.4301
between,embeddings,relieff,7,5,0.3650,0.4277
between,embeddings,relieff,7,7,0.3667,0.4294
between,embeddings,relieff,7,9,0.3660,0.4277
between,embeddings,relieff,7,11,0.3710,0.4321
between,embeddings,relieff,7,13,0.3717,0.4323
between,embeddings,relieff,7,15,0.3766,0.4367
between,embeddings,relieff,7,17,0.3739,0.4345
between,embeddings,relieff,7,19,0.3738,0.4345
between,embeddings,all,8,1,0.4323,0.4652
between,embeddings,all,8,3,0.4288,0.4628
between,embeddings,all,8,5,0.4286,0.4614
between,embeddings,all,8,7,0.4283,0.4590
between,embeddings,all,8,9,0.4218,0.4518
between,embeddings,all,8,11,0.4228,0.4520
between,embeddings,all,8,13,0.4172,0.4456
between,embeddings,all,8,15,0.4186,0.4470
between,embeddings,all,8,17,0.4179,0.4459
between,embeddings,all,8,19,0.4173,0.4457
between,embeddings,pca,8,1,0.3858,0.4217
between,embeddings,pca,8,3,0.3827,0.4171
between,embeddings,pca,8,5,0.3854,0.4164
between,embeddings,pca,8,7,0.3896,0.4208
between,embeddings,pca,8,9,0.3853,0.4162
between,embeddings,pca,8,11,0.3855,0.4153
between,embeddings,pca,8,13,0.3861,0.4153
between,embeddings,pca,8,15,0.3869,0.4153
between,embeddings,pca,8,17,0.3839,0.4120
between,embeddings,pca,8,19,0.3835,0.4116
between,embeddings,relieff,8,1,0.3864,0.4498
between,embeddings,relieff,8,3,0.3871,0.4491
between,embeddings,relieff,8,5,0.3903,0.4538
between,embeddings,relieff,8,7,0.3928,0.4560
between,embeddings,relieff,8,9,0.3909,0.4529
between,embeddings,relieff,8,11,0.3890,0.4502
between,embeddings,relieff,8,13,0.3860,0.4463
between,embeddings,relieff,8,15,0.3870,0.4481
between,embeddings,relieff,8,17,0.3872,0.4481
between,embeddings,relieff,8,19,0.3874,0.4483
between,embeddings,all,9,1,0.4353,0.4651
between,embeddings,all,9,3,0.4453,0.4728
between,embeddings,all,9,5,0.4453,0.4719
between,embeddings,all,9,7,0.4484,0.4726
between,embeddings,all,9,9,0.4534,0.4772
between,embeddings,all,9,11,0.4455,0.4693
between,embeddings,all,9,13,0.4511,0.4743
between,embeddings,all,9,15,0.4500,0.4733
between,embeddings,all,9,17,0.4495,0.4732
between,embeddings,all,9,19,0.4518,0.4741
between,embeddings,pca,9,1,0.3987,0.4343
between,embeddings,pca,9,3,0.4052,0.4371
between,embeddings,pca,9,5,0.4067,0.4358
between,embeddings,pca,9,7,0.4105,0.4382
between,embeddings,pca,9,9,0.4134,0.4400
between,embeddings,pca,9,11,0.4174,0.4424
between,embeddings,pca,9,13,0.4145,0.4393
between,embeddings,pca,9,15,0.4134,0.4372
between,embeddings,pca,9,17,0.4166,0.4405
between,embeddings,pca,9,19,0.4149,0.4382
between,embeddings,relieff,9,1,0.4115,0.4556
between,embeddings,relieff,9,3,0.4092,0.4495
between,embeddings,relieff,9,5,0.4120,0.4495
between,embeddings,relieff,9,7,0.4087,0.4446
between,embeddings,relieff,9,9,0.4131,0.4495
between,embeddings,relieff,9,11,0.4147,0.4508
between,embeddings,relieff,9,13,0.4121,0.4484
between,embeddings,relieff,9,15,0.4129,0.4491
between,embeddings,relieff,9,17,0.4169,0.4532
between,embeddings,relieff,9,19,0.4156,0.4512
between,embeddings,all,10,1,0.4526,0.4846
between,embeddings,all,10,3,0.4500,0.4784
between,embeddings,all,10,5,0.4527,0.4809
between,embeddings,all,10,7,0.4448,0.4730
between,embeddings,all,10,9,0.4440,0.4719
between,embeddings,all,10,11,0.4462,0.4757
between,embeddings,all,10,13,0.4472,0.4757
between,embeddings,all,10,15,0.4475,0.4755
between,embeddings,all,10,17,0.4479,0.4757
between,embeddings,all,10,19,0.4495,0.4787
between,embeddings,pca,10,1,0.4021,0.4424
between,embeddings,pca,10,3,0.4018,0.4428
between,embeddings,pca,10,5,0.3982,0.4380
between,embeddings,pca,10,7,0.4017,0.4407
between,embeddings,pca,10,9,0.4021,0.4398
between,embeddings,pca,10,11,0.3981,0.4373
between,embeddings,pca,10,13,0.4030,0.4412
between,embeddings,pca,10,15,0.4063,0.4442
between,embeddings,pca,10,17,0.4066,0.4449
between,embeddings,pca,10,19,0.4051,0.4437
between,embeddings,relieff,10,1,0.4055,0.4628
between,embeddings,relieff,10,3,0.3988,0.4526
between,embeddings,relieff,10,5,0.3988,0.4530
between,embeddings,relieff,10,7,0.4005,0.4560
between,embeddings,relieff,10,9,0.4021,0.4564
between,embeddings,relieff,10,11,0.4048,0.4601
between,embeddings,relieff,10,13,0.4067,0.4639
between,embeddings,relieff,10,15,0.4088,0.4646
between,embeddings,relieff,10,17,0.4101,0.4675
between,embeddings,relieff,10,19,0.4126,0.4710
between,embeddings,all,1,1,0.4375,0.4706
between,embeddings,all,1,3,0.4377,0.4713
between,embeddings,all,1,5,0.4304,0.4620
between,embeddings,all,1,7,0.4320,0.4622
between,embeddings,all,1,9,0.4309,0.4602
between,embeddings,all,1,11,0.4291,0.4590
between,embeddings,all,1,13,0.4307,0.4603
between,embeddings,all,1,15,0.4274,0.4564
between,embeddings,all,1,17,0.4279,0.4570
between,embeddings,all,1,19,0.4254,0.4538
between,embeddings,pca,1,1,0.3762,0.4154
between,embeddings,pca,1,3,0.3796,0.4167
between,embeddings,pca,1,5,0.3809,0.4158
between,embeddings,pca,1,7,0.3856,0.4200
between,embeddings,pca,1,9,0.3869,0.4211
between,embeddings,pca,1,11,0.3838,0.4172
between,embeddings,pca,1,13,0.3840,0.4182
between,embeddings,pca,1,15,0.3845,0.4180
between,embeddings,pca,1,17,0.3829,0.4161
between,embeddings,pca,1,19,0.3829,0.4163
between,embeddings,relieff,1,1,0.3535,0.4230
between,embeddings,relieff,1,3,0.3482,0.4120
between,embeddings,relieff,1,5,0.3474,0.4085
between,embeddings,relieff,1,7,0.3400,0.4000
between,embeddings,relieff,1,9,0.3345,0.3940
between,embeddings,relieff,1,11,0.3309,0.3892
between,embeddings,relieff,1,13,0.3288,0.3862
between,embeddings,relieff,1,15,0.3275,0.3834
between,embeddings,relieff,1,17,0.3304,0.3857
between,embeddings,relieff,1,19,0.3290,0.3836
between,embeddings,all,2,1,0.4384,0.4756
between,embeddings,all,2,3,0.4330,0.4698
between,embeddings,all,2,5,0.4243,0.4606
between,embeddings,all,2,7,0.4216,0.4583
between,embeddings,all,2,9,0.4204,0.4561
between,embeddings,all,2,11,0.4169,0.4528
between,embeddings,all,2,13,0.4163,0.4523
between,embeddings,all,2,15,0.4186,0.4545
between,embeddings,all,2,17,0.4172,0.4521
between,embeddings,all,2,19,0.4164,0.4518
between,embeddings,pca,2,1,0.4028,0.4404
between,embeddings,pca,2,3,0.4035,0.4406
between,embeddings,pca,2,5,0.4025,0.4395
between,embeddings,pca,2,7,0.4005,0.4377
between,embeddings,pca,2,9,0.3983,0.4352
between,embeddings,pca,2,11,0.4044,0.4402
between,embeddings,pca,2,13,0.4014,0.4368
between,embeddings,pca,2,15,0.3957,0.4323
between,embeddings,pca,2,17,0.3950,0.4310
between,embeddings,pca,2,19,0.3976,0.4323
between,embeddings,relieff,2,1,0.3883,0.4454
between,embeddings,relieff,2,3,0.3875,0.4449
between,embeddings,relieff,2,5,0.3819,0.4388
between,embeddings,relieff,2,7,0.3813,0.4372
between,embeddings,relieff,2,9,0.3784,0.4350
between,embeddings,relieff,2,11,0.3810,0.4370
between,embeddings,relieff,2,13,0.3812,0.4366
between,embeddings,relieff,2,15,0.3832,0.4388
between,embeddings,relieff,2,17,0.3805,0.4353
between,embeddings,relieff,2,19,0.3777,0.4328
between,embeddings,all,3,1,0.4481,0.4848
between,embeddings,all,3,3,0.4468,0.4822
between,embeddings,all,3,5,0.4460,0.4802
between,embeddings,all,3,7,0.4439,0.4780
between,embeddings,all,3,9,0.4382,0.4718
between,embeddings,all,3,11,0.4401,0.4737
between,embeddings,all,3,13,0.4381,0.4722
between,embeddings,all,3,15,0.4393,0.4729
between,embeddings,all,3,17,0.4344,0.4689
between,embeddings,all,3,19,0.4323,0.4667
between,embeddings,pca,3,1,0.3917,0.4319
between,embeddings,pca,3,3,0.3914,0.4294
between,embeddings,pca,3,5,0.3901,0.4294
between,embeddings,pca,3,7,0.3930,0.4317
between,embeddings,pca,3,9,0.4008,0.4397
between,embeddings,pca,3,11,0.4031,0.4427
between,embeddings,pca,3,13,0.4030,0.4418
between,embeddings,pca,3,15,0.4056,0.4438
between,embeddings,pca,3,17,0.4044,0.4428
between,embeddings,pca,3,19,0.4103,0.4483
between,embeddings,relieff,3,1,0.4232,0.4755
between,embeddings,relieff,3,3,0.4268,0.4788
between,embeddings,relieff,3,5,0.4296,0.4826
between,embeddings,relieff,3,7,0.4330,0.4842
between,embeddings,relieff,3,9,0.4338,0.4848
between,embeddings,relieff,3,11,0.4322,0.4842
between,embeddings,relieff,3,13,0.4369,0.4884
between,embeddings,relieff,3,15,0.4396,0.4915
between,embeddings,relieff,3,17,0.4464,0.4979
between,embeddings,relieff,3,19,0.4473,0.5005
between,embeddings,all,4,1,0.4385,0.4735
between,embeddings,all,4,3,0.4260,0.4591
between,embeddings,all,4,5,0.4267,0.4608
between,embeddings,all,4,7,0.4249,0.4593
between,embeddings,all,4,9,0.4198,0.4545
between,embeddings,all,4,11,0.4217,0.4563
between,embeddings,all,4,13,0.4151,0.4504
between,embeddings,all,4,15,0.4160,0.4511
between,embeddings,all,4,17,0.4153,0.4513
between,embeddings,all,4,19,0.4157,0.4518
between,embeddings,pca,4,1,0.3919,0.4297
between,embeddings,pca,4,3,0.3884,0.4258
between,embeddings,pca,4,5,0.3968,0.4335
between,embeddings,pca,4,7,0.3951,0.4314
between,embeddings,pca,4,9,0.3952,0.4315
between,embeddings,pca,4,11,0.3957,0.4321
between,embeddings,pca,4,13,0.3948,0.4308
between,embeddings,pca,4,15,0.3959,0.4319
between,embeddings,pca,4,17,0.3968,0.4335
between,embeddings,pca,4,19,0.3943,0.4306
between,embeddings,relieff,4,1,0.4060,0.4600
between,embeddings,relieff,4,3,0.4134,0.4665
between,embeddings,relieff,4,5,0.4085,0.4604
between,embeddings,relieff,4,7,0.4102,0.4620
between,embeddings,relieff,4,9,0.4140,0.4652
between,embeddings,relieff,4,11,0.4111,0.4624
between,embeddings,relieff,4,13,0.4104,0.4606
between,embeddings,relieff,4,15,0.4116,0.4631
between,embeddings,relieff,4,17,0.4122,0.4640
between,embeddings,relieff,4,19,0.4126,0.4640
between,embeddings,all,5,1,0.4427,0.4812
between,embeddings,all,5,3,0.4352,0.4717
between,embeddings,all,5,5,0.4216,0.4555
between,embeddings,all,5,7,0.4230,0.4547
between,embeddings,all,5,9,0.4288,0.4584
between,embeddings,all,5,11,0.4251,0.4549
between,embeddings,all,5,13,0.4220,0.4520
between,embeddings,all,5,15,0.4242,0.4538
between,embeddings,all,5,17,0.4208,0.4501
between,embeddings,all,5,19,0.4174,0.4472
between,embeddings,pca,5,1,0.3748,0.4202
between,embeddings,pca,5,3,0.3708,0.4119
between,embeddings,pca,5,5,0.3752,0.4145
between,embeddings,pca,5,7,0.3808,0.4187
